,rating,games_minutes,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,rating_target,position_Defender,position_Goalkeeper,position_Midfielder,result_status_encoded,games_substitute_encoded
1,0.6666666666666652,-0.3793103448275862,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-0.14285714285714285,3.0,-0.04,0.5,1.0,0.0,0.0,-0.25,1.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,1,0
2,0.0,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.0,1.88,0.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0
3,0.4999999999999993,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.0,2.48,0.0,0.0,1.0,-0.3333333333333333,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,2,0
4,0.9999999999999986,-0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,1.04,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,2,0
6,0.16666666666666594,0.08620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3214285714285714,1.0,1.44,0.0,0.0,2.0,0.3333333333333333,0.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
7,-0.3333333333333333,-0.3620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6785714285714286,0.0,-0.64,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,0
8,0.0,-0.3275862068965517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32142857142857145,0.0,-0.24,0.5,0.0,0.0,0.0,0.25,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,1,0
9,-0.5000000000000008,-0.2413793103448276,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.4642857142857143,1.0,-0.36,-0.5,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
10,-1.0,-1.1206896551724137,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5357142857142857,0.0,-0.52,-0.5,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,1,1
18,-1.1666666666666659,-1.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6428571428571429,0.0,-0.52,-0.5,0.0,0.0,-0.8333333333333334,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1
19,0.16666666666666594,0.22413793103448276,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.56,1.5,0.0,0.0,1.3333333333333333,1.25,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0
20,0.4999999999999993,-0.20689655172413793,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.35714285714285715,4.0,-0.36,-0.5,0.0,0.0,0.0,-0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,1,0
21,0.9999999999999986,0.22413793103448276,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,2.0,0.16,1.0,0.0,0.0,1.3333333333333333,1.25,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,2,0
22,1.1666666666666645,-0.3448275862068966,0.0,2.0,1.0,1.0,0.0,0.0,0.0,-0.5357142857142857,1.0,-0.44,-0.5,0.0,0.0,0.3333333333333333,-0.25,0.0,0.0,1.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
23,0.6666666666666652,0.22413793103448276,2.0,2.0,1.0,1.0,0.0,0.0,0.0,-0.17857142857142858,0.0,-0.24,0.5,0.0,0.0,0.6666666666666666,0.75,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
24,0.6666666666666652,0.22413793103448276,1.0,3.0,2.0,0.0,0.0,0.0,0.0,-0.07142857142857142,3.0,-0.04,-0.5,0.0,0.0,1.3333333333333333,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,1,0
30,0.6666666666666652,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.48,1.5,0.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,2,0
31,1.1666666666666645,0.22413793103448276,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,2.0,0.96,1.0,3.0,0.0,0.16666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,0
32,2.166666666666663,0.22413793103448276,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.39285714285714285,0.0,0.28,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,2,0
33,0.4999999999999993,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4,-0.5,1.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0
34,2.666666666666664,0.22413793103448276,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.6071428571428571,2.0,0.76,0.5,0.0,0.0,-0.16666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,2,0
35,-1.1666666666666659,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.36,-0.5,0.0,0.0,0.0,-0.75,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,0
36,0.0,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.84,0.0,0.0,0.0,-0.3333333333333333,-0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0
37,0.16666666666666594,0.22413793103448276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.84,-0.5,0.0,1.0,0.16666666666666666,-0.25,3.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1,0,0,1,0
38,0.6666666666666652,0.22413793103448276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,2.76,0.5,0.0,1.0,1.1666666666666667,1.25,5.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0
39,-0.3333333333333333,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,-0.08,0.0,0.0,0.0,0.0,-0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0
40,-0.3333333333333333,0.1724137931034483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.10714285714285714,1.0,0.0,0.0,0.0,1.0,-0.16666666666666666,-0.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
41,-1.0,0.22413793103448276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,-0.16,1.0,0.0,0.0,0.8333333333333334,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1,0,0,0,0
42,0.9999999999999986,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,2.0,0.52,0.5,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,2,0
45,-0.3333333333333333,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39285714285714285,0.0,0.44,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0
46,0.0,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,1.08,1.0,0.0,1.0,0.5,0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0
47,0.0,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3214285714285714,0.0,1.48,1.5,0.0,0.0,1.8333333333333333,2.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,1,0,0,0,0
48,-1.0,-0.8620689655172413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5714285714285714,0.0,-0.48,-0.5,0.0,0.0,-0.6666666666666666,-0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,1
49,-1.4999999999999993,-0.7758620689655172,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5357142857142857,0.0,-0.56,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,1,1
53,-11.499999999999991,-1.3103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8214285714285714,0.0,-0.72,-0.5,0.0,0.0,-1.0,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,2,1
57,0.16666666666666594,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.36,0.5,1.0,1.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0
58,-0.5000000000000008,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.36,0.0,0.0,1.0,-0.5,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,0
59,0.0,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.88,0.0,2.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
60,-1.1666666666666659,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5357142857142858,0.0,1.48,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,1,0,0,0,0
65,-11.499999999999991,-1.3103448275862069,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.6071428571428571,0.0,-0.52,-0.5,0.0,0.0,-1.0,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,0,1
67,-1.0,-0.29310344827586204,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-0.10714285714285714,0.0,-0.12,-0.5,0.0,1.0,-0.3333333333333333,-0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0
68,-0.5000000000000008,-0.7241379310344828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39285714285714285,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,1,1
69,-1.0,-0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,1,1,0
70,0.16666666666666594,-0.25862068965517243,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.4642857142857143,0.0,-0.44,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,0,0
71,-0.5000000000000008,0.06896551724137931,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-0.25,1.0,-0.24,0.0,0.0,0.0,0.5,0.25,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,0
72,0.0,0.22413793103448276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.35714285714285715,0.0,-0.44,0.0,1.0,0.0,-0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0
73,-0.6666666666666666,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,-0.24,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0
74,0.0,-0.15517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.16,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,0,0
75,-0.6666666666666666,-0.5517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03571428571428571,0.0,-0.2,0.0,0.0,1.0,-0.6666666666666666,-0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,0,0
76,0.16666666666666594,0.22413793103448276,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.21428571428571427,1.0,0.16,1.5,0.0,1.0,1.5,1.25,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
77,-0.3333333333333333,-0.9310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6071428571428571,0.0,-0.52,-0.5,0.0,0.0,-1.0,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,1
78,-1.0,-1.103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.44,-0.5,0.0,0.0,-0.6666666666666666,-0.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,1
80,-1.1666666666666659,-1.1896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5357142857142857,0.0,-0.52,0.0,0.0,0.0,-0.6666666666666666,-0.25,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1,0,0,2,1
87,0.6666666666666652,0.20689655172413793,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5357142857142857,1.0,0.64,0.0,0.0,3.0,0.5,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0
88,-0.3333333333333333,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.08,0.0,0.0,3.0,1.1666666666666667,0.75,1.0,0.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
89,0.4999999999999993,-0.1896551724137931,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.4,0.0,0.0,0.0,-0.3333333333333333,0.25,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0
90,-1.0,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.2,1.5,0.0,0.0,1.8333333333333333,2.25,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,2,0
91,-0.5000000000000008,0.20689655172413793,1.0,3.0,1.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.2,-0.5,0.0,0.0,-0.16666666666666666,-0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,1,0
92,0.0,0.22413793103448276,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-0.39285714285714285,1.0,-0.28,-0.5,0.0,0.0,-0.16666666666666666,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,0
93,-0.3333333333333333,0.08620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5357142857142857,0.0,-0.48,-0.5,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,1,0
94,0.0,0.06896551724137931,1.0,3.0,3.0,1.0,0.0,0.0,0.0,-0.21428571428571427,0.0,-0.36,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0
95,0.6666666666666652,0.22413793103448276,2.0,3.0,2.0,1.0,0.0,0.0,0.0,-0.10714285714285714,1.0,-0.08,-0.5,0.0,0.0,1.3333333333333333,0.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,0,2,0
96,-0.6666666666666666,0.22413793103448276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.08,0.5,0.0,1.0,1.5,1.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,0,0
97,-0.3333333333333333,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,2.0,0.32,0.5,0.0,0.0,1.1666666666666667,0.25,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0
98,0.4999999999999993,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.16,1.5,0.0,3.0,1.5,1.75,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0
99,-0.6666666666666666,-0.22413793103448276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,-0.04,0.0,0.0,1.0,-0.6666666666666666,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,1,0,0
101,0.0,-0.8620689655172413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32142857142857145,0.0,-0.28,0.5,0.0,0.0,0.16666666666666666,0.25,2.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,1
102,-0.3333333333333333,0.017241379310344827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17857142857142858,0.0,-0.16,1.5,1.0,0.0,2.3333333333333335,1.25,2.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
103,-0.5000000000000008,-0.25862068965517243,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.14285714285714285,1.0,-0.12,1.0,0.0,0.0,1.3333333333333333,0.25,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,2,0
109,-0.6666666666666666,-0.7413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7142857142857143,1.0,-0.64,-0.5,0.0,0.0,-0.3333333333333333,-0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
111,-1.0,-1.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,-0.68,-0.5,0.0,0.0,-0.6666666666666666,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,0,1
113,0.0,-1.103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5357142857142857,1.0,-0.56,0.0,0.0,0.0,-0.16666666666666666,-0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1
114,0.16666666666666594,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,5.0,0.64,0.5,0.0,1.0,0.5,0.75,2.0,1.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0
115,-0.3333333333333333,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.24,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1,0,0,0,0
116,0.4999999999999993,0.22413793103448276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.2,0.5,0.0,2.0,0.3333333333333333,0.25,2.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,2,0
117,0.6666666666666652,0.22413793103448276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,2.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.25,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0
118,0.4999999999999993,0.15517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,-0.3333333333333333,-0.25,0.0,0.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0
119,-1.0,-0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,-0.5,0.0,1.0,-0.5,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0
120,0.4999999999999993,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.2,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0
121,0.0,-0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.16,0.5,0.0,1.0,0.16666666666666666,0.5,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,0
122,3.3333333333333304,-0.5517241379310345,0.0,3.0,2.0,2.0,0.0,0.0,0.0,-0.10714285714285714,0.0,-0.08,-0.5,0.0,0.0,-0.16666666666666666,0.25,2.0,2.0,0.0,2.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.5,0,0,0,2,1
123,-0.3333333333333333,-0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5714285714285714,0.0,-0.56,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1
126,-11.499999999999991,-1.293103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7142857142857143,0.0,-0.6,0.0,0.0,0.0,-0.8333333333333334,-0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,0,1
127,1.833333333333331,-0.896551724137931,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.10714285714285714,1.0,0.2,-0.5,0.0,2.0,-0.6666666666666666,-0.25,2.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,1,1,1
132,1.6666666666666652,-0.9310344827586207,0.0,1.0,1.0,0.0,0.0,2.0,0.0,-0.21428571428571427,2.0,-0.04,-0.5,0.0,1.0,-0.6666666666666666,-0.25,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,1,1
133,0.0,-1.0517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5357142857142857,1.0,-0.44,-0.5,0.0,0.0,-0.3333333333333333,0.0,3.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,1,2,1
134,-0.6666666666666666,-0.8793103448275862,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.39285714285714285,0.0,-0.32,-0.5,0.0,0.0,-0.5,-0.75,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1
135,-1.0,-0.27586206896551724,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.21428571428571427,0.0,-0.16,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,2,0
136,-1.0,-0.1724137931034483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.21428571428571427,0.0,-0.28,0.0,0.0,0.0,0.6666666666666666,0.25,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,0,0
137,0.0,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.68,-0.5,1.0,1.0,-0.3333333333333333,-0.25,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0
