id;player_name;player_id;fixture_id;league_round;rating;event_datetime;team_name;position;home_or_away;opponent_team;result;result_status;games_minutes;games_substitute;offsides;shots_total;shots_on;goals_total;goals_conceded;goals_assists;goals_saves;passes_total;passes_key;passes_accuracy;tackles_total;tackles_blocks;tackles_interceptions;duels_total;duels_won;dribbles_attempts;dribbles_success;dribbles_past;fouls_drawn;fouls_committed;cards_yellow;cards_red;penalty_won;penalty_committed;penalty_scored;penalty_missed;penalty_saved;rating_target
1;A. Barák;8779;390;1;0;17/08/2024 18:30;Fiorentina;Midfielder;away;Parma;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;A. Barák;8779;392;2;7.3;25/08/2024 18:30;Fiorentina;Midfielder;home;Venezia;0 - 0;D;55;FALSO;0;2;2;0;0;0;0;19;3;17;2;1;0;6;2;1;0;2;0;0;0;0;0;0;0;0;0;5.5
3;A. Bastoni;8619;384;1;6.9;17/08/2024 18:30;Inter;Defender;away;Genoa;2 - 2;D;90;FALSO;0;0;0;0;0;0;0;72;2;65;2;0;0;8;5;0;0;0;1;1;0;0;0;0;0;0;0;6.5
4;A. Bastoni;8619;394;2;7.2;24/08/2024 20:45;Inter;Defender;home;Lecce;2 - 0;W;90;FALSO;0;0;0;0;0;0;0;87;0;80;1;0;1;4;1;0;0;0;0;1;0;0;0;0;0;0;0;6.5
5;A. Bastoni;8619;404;3;7.5;30/08/2024 20:45;Inter;Defender;home;Atalanta;4 - 0;W;61;FALSO;0;0;0;0;0;0;0;47;0;44;2;0;1;6;5;0;0;0;1;1;0;0;0;0;0;0;0;6.5
6;A. Bastoni;8619;418;4;0;15/09/2024 20:45;Inter;Defender;away;Monza;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;A. Bastoni;8619;425;5;7;22/09/2024 20:45;Inter;Defender;home;AC Milan;1 - 2;L;82;FALSO;0;0;0;0;0;0;0;60;1;54;1;0;2;8;5;0;0;1;2;1;0;0;0;0;0;0;0;6
8;A. Belotti;8776;386;1;6.7;19/08/2024 20:45;Como;Attacker;away;Juventus;3 - 0;L;56;FALSO;0;0;0;0;0;0;0;4;0;2;1;0;0;6;4;0;0;0;3;0;0;0;0;0;0;0;0;5.5
9;A. Belotti;8776;391;2;6.9;26/08/2024 18:30;Como;Attacker;away;Cagliari;1 - 1;D;58;FALSO;1;0;0;0;0;0;0;14;0;12;2;0;0;6;4;1;1;0;1;0;0;0;0;0;0;0;0;5.5
10;A. Belotti;8776;409;3;6.6;01/09/2024 20:45;Como;Attacker;away;Udinese;1 - 0;L;63;FALSO;0;2;0;0;0;0;0;10;1;9;0;0;0;12;5;0;0;1;0;1;0;0;0;0;0;0;0;6
11;A. Belotti;8776;413;4;6.3;14/09/2024 15:00;Como;Attacker;home;Bologna;2 - 2;D;12;VERO;0;2;0;0;0;0;0;8;0;5;0;0;0;6;2;0;0;0;1;2;0;0;0;0;0;0;0;5.5
12;A. Belotti;8776;421;5;0;24/09/2024 20:45;Como;Attacker;away;Atalanta;2 - 3;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;A. Berardi;8937;385;1;0;18/08/2024 18:30;Verona;Goalkeeper;home;Napoli;3 - 0;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;A. Berardi;8937;393;2;0;26/08/2024 20:45;Verona;Goalkeeper;home;Juventus;0 - 3;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;A. Berardi;8937;403;3;0;01/09/2024 18:30;Verona;Goalkeeper;away;Genoa;0 - 2;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;A. Berardi;8937;416;4;0;16/09/2024 20:45;Verona;Goalkeeper;away;Lazio;2 - 1;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;A. Berardi;8937;424;5;0;20/09/2024 20:45;Verona;Goalkeeper;home;Torino;2 - 3;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;A. Bianco;22568;402;3;0;01/09/2024 18:30;Monza;Midfielder;away;Fiorentina;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;A. Bianco;22568;418;4;6.2;15/09/2024 20:45;Monza;Midfielder;home;Inter;1 - 1;D;18;VERO;0;0;0;0;0;0;0;5;0;5;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;6
20;A. Bianco;22568;428;5;7;22/09/2024 15:00;Monza;Midfielder;home;Bologna;1 - 2;L;90;FALSO;1;2;0;0;0;0;0;44;1;32;4;0;0;14;8;0;0;0;4;3;0;0;0;0;0;0;0;6.5
21;A. Bonny;22681;390;1;7.2;17/08/2024 18:30;Parma;Attacker;home;Fiorentina;1 - 1;D;65;FALSO;0;1;1;0;0;1;0;13;4;9;0;0;0;6;1;1;1;2;0;1;0;0;0;0;0;0;0;6.5
22;A. Bonny;22681;397;2;7.5;24/08/2024 18:30;Parma;Attacker;home;AC Milan;2 - 1;W;90;FALSO;2;1;0;0;0;0;0;28;2;22;3;0;0;14;8;2;1;0;2;2;0;0;0;0;0;0;0;6.5
23;A. Bonny;22681;408;3;7.6;31/08/2024 20:45;Parma;Attacker;away;Napoli;2 - 1;L;57;FALSO;0;2;1;1;0;0;0;8;1;7;0;0;0;8;2;0;0;1;2;0;0;0;1;0;1;0;0;7
24;A. Bonny;22681;419;4;7.3;16/09/2024 18:30;Parma;Attacker;home;Udinese;2 - 3;L;90;FALSO;2;2;1;1;0;0;0;18;0;12;2;0;0;10;6;1;1;0;3;1;0;0;0;0;0;0;0;7
25;A. Bonny;22681;427;5;7.3;21/09/2024 20:45;Parma;Attacker;away;Lecce;2 - 2;D;90;FALSO;1;3;2;0;0;0;0;21;3;17;0;0;0;14;3;3;1;0;1;2;0;0;0;0;0;0;0;5
26;A. Borbei;9118;388;1;0;19/08/2024 18:30;Lecce;Goalkeeper;home;Atalanta;0 - 4;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;A. Borbei;9118;394;2;0;24/08/2024 20:45;Lecce;Goalkeeper;away;Inter;2 - 0;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;A. Borbei;9118;407;3;0;31/08/2024 18:30;Lecce;Goalkeeper;home;Cagliari;1 - 0;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;A. Borbei;9118;420;4;0;15/09/2024 15:00;Lecce;Goalkeeper;away;Torino;0 - 0;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;A. Borbei;9118;427;5;0;21/09/2024 20:45;Lecce;Goalkeeper;home;Parma;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;A. Buongiorno;8999;396;2;7.3;25/08/2024 20:45;Napoli;Defender;home;Bologna;3 - 0;W;90;FALSO;0;0;0;0;0;0;0;37;0;30;4;0;1;10;7;1;0;0;2;0;0;0;0;0;0;0;0;6.5
32;A. Buongiorno;8999;408;3;7.6;31/08/2024 20:45;Napoli;Defender;home;Parma;2 - 1;W;90;FALSO;1;1;0;0;0;0;0;47;2;42;3;3;0;7;6;0;0;0;0;1;0;0;0;0;0;0;0;6
33;A. Buongiorno;8999;412;4;8.2;15/09/2024 18:00;Napoli;Defender;away;Cagliari;0 - 4;W;90;FALSO;0;1;1;1;0;0;0;34;0;25;3;3;1;12;7;0;0;0;1;0;0;0;0;0;0;0;0;7
34;A. Buongiorno;8999;426;5;7.2;21/09/2024 18:00;Napoli;Defender;away;Juventus;0 - 0;D;90;FALSO;0;0;0;0;0;0;0;30;0;28;0;1;0;5;3;0;0;0;2;1;0;0;0;0;0;0;0;6.5
35;A. Cambiaso;8862;386;1;8.5;19/08/2024 20:45;Juventus;Defender;home;Como;3 - 0;W;90;FALSO;1;2;1;1;0;0;0;40;2;37;2;0;0;5;3;1;1;0;0;2;1;0;0;0;0;0;0;7
36;A. Cambiaso;8862;393;2;6.2;26/08/2024 20:45;Juventus;Defender;away;Verona;0 - 3;W;85;FALSO;0;0;0;0;0;0;0;33;0;27;0;0;0;6;0;0;0;3;0;1;0;0;0;0;0;0;0;6
37;A. Cambiaso;8862;405;3;6.9;01/09/2024 20:45;Juventus;Defender;home;AS Roma;0 - 0;D;90;FALSO;0;0;0;0;0;0;0;45;0;39;1;0;0;4;2;1;0;0;1;1;0;0;0;0;0;0;0;6.5
38;A. Cambiaso;8862;414;4;7;14/09/2024 18:00;Juventus;Defender;away;Empoli;0 - 0;D;90;FALSO;0;1;0;0;0;0;0;65;2;64;0;0;1;7;2;3;1;1;0;0;0;0;0;0;0;0;0;5.5
39;A. Cambiaso;8862;426;5;7.3;21/09/2024 18:00;Juventus;Defender;home;Napoli;0 - 0;D;90;FALSO;0;1;0;0;0;0;0;93;1;87;2;0;1;13;8;5;4;1;2;2;0;0;0;0;0;0;0;6.5
40;A. Candela;22792;392;2;6.7;25/08/2024 18:30;Venezia;Defender;away;Fiorentina;0 - 0;D;90;FALSO;0;0;0;0;0;0;0;19;0;16;1;0;0;6;2;1;1;1;0;1;0;0;0;0;0;0;0;6
41;A. Candela;22792;410;3;6.7;30/08/2024 18:30;Venezia;Defender;home;Torino;0 - 1;L;87;FALSO;0;1;0;0;0;0;0;20;1;18;1;0;1;5;1;1;0;0;0;0;0;0;0;0;0;0;0;6
42;A. Candela;22792;417;4;6.3;14/09/2024 20:45;Venezia;Defender;away;AC Milan;4 - 0;L;90;FALSO;0;1;0;0;0;0;0;19;0;14;3;0;0;11;7;2;1;1;1;1;0;0;0;0;0;0;0;5.5
43;A. Candela;22792;430;5;7.5;21/09/2024 15:00;Venezia;Defender;home;Genoa;2 - 0;W;90;FALSO;0;0;0;0;0;1;0;39;2;31;2;0;0;6;4;1;1;0;0;0;0;0;0;0;0;0;0;6.5
44;A. Carboni;8906;383;1;0;17/08/2024 20:45;Monza;Defender;away;Empoli;0 - 0;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;A. Carboni;8906;395;2;0;24/08/2024 20:45;Monza;Defender;home;Genoa;0 - 1;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;A. Carboni;8906;402;3;6.7;01/09/2024 18:30;Monza;Defender;away;Fiorentina;2 - 2;D;79;FALSO;0;0;0;0;0;0;0;34;0;29;2;0;0;6;3;0;0;1;0;1;0;0;0;0;0;0;0;6
47;A. Carboni;8906;418;4;6.9;15/09/2024 20:45;Monza;Defender;home;Inter;1 - 1;D;90;FALSO;0;0;0;0;0;0;0;47;0;45;3;0;1;9;6;0;0;1;1;1;0;0;0;0;0;0;0;6
48;A. Carboni;8906;428;5;6.9;22/09/2024 15:00;Monza;Defender;home;Bologna;1 - 2;L;90;FALSO;0;0;0;0;0;0;0;60;0;55;4;0;0;17;11;1;1;0;3;3;1;0;0;0;0;0;0;4.5
49;A. Cerri;8935;386;1;6.3;19/08/2024 20:45;Como;Attacker;away;Juventus;3 - 0;L;27;VERO;1;0;0;0;0;0;0;7;0;6;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;5.5
50;A. Cerri;8935;391;2;6;26/08/2024 18:30;Como;Attacker;away;Cagliari;1 - 1;D;32;VERO;0;2;0;0;0;0;0;8;0;4;0;0;0;6;3;0;0;0;1;3;0;0;0;0;0;0;0;5
51;A. Cerri;8935;409;3;0;01/09/2024 20:45;Como;Attacker;away;Udinese;1 - 0;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52;A. Cerri;8935;413;4;0;14/09/2024 15:00;Como;Attacker;home;Bologna;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53;A. Ciammaglichella;8983;389;1;0;17/08/2024 20:45;Torino;Midfielder;away;AC Milan;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54;A. Ciammaglichella;8983;399;2;0;25/08/2024 18:30;Torino;Midfielder;home;Atalanta;2 - 1;W;1;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;A. Ciammaglichella;8983;410;3;0;30/08/2024 18:30;Torino;Midfielder;away;Venezia;0 - 1;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56;A. Ciammaglichella;8983;420;4;0;15/09/2024 15:00;Torino;Midfielder;home;Lecce;0 - 0;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57;A. Ciammaglichella;8983;424;5;0;20/09/2024 20:45;Torino;Midfielder;away;Verona;2 - 3;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;A. Circati;22701;390;1;7;17/08/2024 18:30;Parma;Defender;home;Fiorentina;1 - 1;D;90;FALSO;0;0;0;0;0;0;0;31;0;27;2;1;1;5;3;0;0;0;0;1;1;0;0;0;0;0;0;6.5
59;A. Circati;22701;397;2;6.6;24/08/2024 18:30;Parma;Defender;home;AC Milan;2 - 1;W;90;FALSO;0;0;0;0;0;0;0;33;0;27;1;0;1;3;2;0;0;0;0;1;0;0;0;0;0;0;0;6
60;A. Circati;22701;408;3;6.9;31/08/2024 20:45;Parma;Defender;away;Napoli;2 - 1;L;90;FALSO;0;0;0;0;0;0;0;40;0;40;1;2;0;5;3;0;0;0;2;0;0;0;0;0;0;0;0;6
61;A. Circati;22701;419;4;6.2;16/09/2024 18:30;Parma;Defender;home;Udinese;2 - 3;L;90;FALSO;0;0;0;0;0;0;0;66;0;55;0;1;0;6;3;0;0;0;0;1;0;0;0;0;0;0;0;4.5
62;A. Circati;22701;427;5;0;21/09/2024 20:45;Parma;Defender;away;Lecce;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;A. Cissè;8925;385;1;0;18/08/2024 18:30;Verona;Attacker;home;Napoli;3 - 0;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;A. Cissè;8925;393;2;0;26/08/2024 20:45;Verona;Attacker;home;Juventus;0 - 3;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;A. Cissè;8925;403;3;0;01/09/2024 18:30;Verona;Attacker;away;Genoa;0 - 2;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66;A. Cissè;8925;416;4;0;16/09/2024 20:45;Verona;Attacker;away;Lazio;2 - 1;L;1;VERO;0;1;1;0;0;0;0;6;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;A. Cissè;8925;424;5;0;20/09/2024 20:45;Verona;Attacker;home;Torino;2 - 3;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;A. Colpani;8892;390;1;6.3;17/08/2024 18:30;Fiorentina;Midfielder;away;Parma;1 - 1;D;60;FALSO;0;2;2;0;0;0;0;20;0;15;0;0;1;4;1;1;0;0;1;1;0;0;0;0;0;0;0;6
69;A. Colpani;8892;392;2;6.6;25/08/2024 18:30;Fiorentina;Midfielder;home;Venezia;0 - 0;D;35;VERO;0;0;0;0;0;0;0;12;0;9;1;0;0;6;3;0;0;0;1;1;0;0;0;0;0;0;0;5.5
70;A. Colpani;8892;402;3;6.3;01/09/2024 18:30;Fiorentina;Midfielder;home;Monza;2 - 2;D;69;FALSO;0;0;0;0;0;0;0;20;0;18;1;0;0;6;3;0;0;0;2;0;0;0;0;0;0;0;0;5
71;A. Colpani;8892;411;4;7;15/09/2024 15:00;Fiorentina;Midfielder;away;Atalanta;3 - 2;L;62;FALSO;0;1;1;0;0;0;0;10;0;7;1;0;0;6;6;1;1;0;2;0;0;0;0;0;0;0;0;5.5
72;A. Colpani;8892;423;5;6.6;22/09/2024 12:30;Fiorentina;Midfielder;home;Lazio;2 - 1;W;81;FALSO;0;2;1;0;0;0;0;16;1;12;1;0;0;9;4;1;1;2;2;2;0;0;0;0;0;0;0;6
73;A. Deiola;9034;382;1;6.9;18/08/2024 20:45;Cagliari;Midfielder;home;AS Roma;0 - 0;D;90;FALSO;0;1;0;0;0;0;0;13;0;7;1;1;0;5;3;0;0;1;0;1;1;0;0;0;0;0;0;6
74;A. Deiola;9034;391;2;6.5;26/08/2024 18:30;Cagliari;Midfielder;home;Como;1 - 1;D;90;FALSO;0;0;0;0;0;0;0;19;0;12;2;0;0;8;3;0;0;2;0;1;0;0;0;0;0;0;0;6
75;A. Deiola;9034;407;3;6.9;31/08/2024 18:30;Cagliari;Midfielder;away;Lecce;1 - 0;L;68;FALSO;0;0;0;0;0;0;0;30;1;22;1;1;0;12;5;1;1;0;2;2;0;0;0;0;0;0;0;5.5
76;A. Deiola;9034;412;4;6.5;15/09/2024 18:00;Cagliari;Midfielder;home;Napoli;0 - 4;L;45;FALSO;0;0;0;0;0;0;0;22;0;13;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;5.5
77;A. Deiola;9034;422;5;7;20/09/2024 18:30;Cagliari;Midfielder;home;Empoli;0 - 2;L;90;FALSO;0;2;1;0;0;0;0;29;1;22;4;0;1;15;8;0;0;2;1;2;0;0;0;0;0;0;0;6
78;A. Dembélé;9248;399;2;6.7;25/08/2024 18:30;Torino;Defender;home;Atalanta;2 - 1;W;23;VERO;0;0;0;0;0;0;0;6;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
79;A. Dembélé;9248;410;3;6.3;30/08/2024 18:30;Torino;Defender;away;Venezia;0 - 1;W;13;VERO;0;0;0;0;0;0;0;9;0;7;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;6
80;A. Dembélé;9248;420;4;0;15/09/2024 15:00;Torino;Defender;home;Lecce;0 - 0;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;A. Dembélé;9248;424;5;6.2;20/09/2024 20:45;Torino;Defender;away;Verona;2 - 3;W;8;VERO;0;0;0;0;0;0;0;8;0;5;1;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0
82;A. Donnarumma;22721;389;1;0;17/08/2024 20:45;Torino;Goalkeeper;away;AC Milan;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83;A. Donnarumma;22721;399;2;0;25/08/2024 18:30;Torino;Goalkeeper;home;Atalanta;2 - 1;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;A. Donnarumma;22721;410;3;0;30/08/2024 18:30;Torino;Goalkeeper;away;Venezia;0 - 1;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;A. Donnarumma;22721;420;4;0;15/09/2024 15:00;Torino;Goalkeeper;home;Lecce;0 - 0;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;A. Donnarumma;22721;424;5;0;20/09/2024 20:45;Torino;Goalkeeper;away;Verona;2 - 3;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;A. Dossena;9060;386;1;0;19/08/2024 20:45;Como;Defender;away;Juventus;3 - 0;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88;A. Dossena;9060;391;2;7.3;26/08/2024 18:30;Como;Defender;away;Cagliari;1 - 1;D;89;FALSO;0;1;0;0;0;1;0;38;1;34;1;0;3;9;6;0;0;0;0;2;0;0;0;0;0;0;0;6
89;A. Dossena;9060;409;3;6.7;01/09/2024 20:45;Como;Defender;away;Udinese;1 - 0;L;90;FALSO;0;0;0;0;0;0;0;51;0;45;1;0;3;13;6;1;0;2;1;0;0;0;0;0;0;0;0;6
90;A. Dossena;9060;413;4;7.2;14/09/2024 15:00;Como;Defender;home;Bologna;2 - 2;D;66;FALSO;0;3;2;0;0;0;0;33;0;28;1;0;0;4;4;1;1;0;0;0;0;0;0;0;0;0;0;6.5
91;A. Dossena;9060;421;5;6.3;24/09/2024 20:45;Como;Defender;away;Atalanta;2 - 3;W;90;FALSO;0;0;0;0;0;0;0;29;0;23;4;0;0;17;12;0;0;0;1;3;0;0;0;1;0;0;0;6
92;A. Dovbyk;22666;382;1;6.6;18/08/2024 20:45;AS Roma;Attacker;away;Cagliari;0 - 0;D;89;FALSO;1;3;1;0;0;0;0;16;0;13;0;0;0;5;2;0;0;0;0;2;0;0;0;0;0;0;0;5.5
93;A. Dovbyk;22666;398;2;6.9;25/08/2024 20:45;AS Roma;Attacker;home;Empoli;1 - 2;L;90;FALSO;0;2;1;0;0;0;0;12;1;11;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;5.5
94;A. Dovbyk;22666;405;3;6.7;01/09/2024 20:45;AS Roma;Attacker;away;Juventus;0 - 0;D;82;FALSO;0;0;0;0;0;0;0;8;0;6;0;0;0;5;3;0;0;0;2;2;0;0;0;0;0;0;0;5
95;A. Dovbyk;22666;415;4;6.9;15/09/2024 12:30;AS Roma;Attacker;away;Genoa;1 - 1;D;81;FALSO;1;3;3;1;0;0;0;17;0;9;0;0;0;6;3;1;1;0;0;1;0;0;0;0;0;0;0;7
96;A. Dovbyk;22666;429;5;7.3;22/09/2024 18:00;AS Roma;Attacker;home;Udinese;3 - 0;W;90;FALSO;2;3;2;1;0;0;0;20;1;16;0;0;0;14;5;1;0;0;0;0;0;0;0;0;0;0;0;7.5
97;A. Duncan;8777;387;1;6.5;18/08/2024 20:45;Venezia;Midfielder;away;Lazio;3 - 1;L;90;FALSO;0;1;0;0;0;0;0;26;0;20;2;0;1;15;7;1;1;3;4;2;0;0;0;0;0;0;0;5.5
98;A. Duncan;8777;392;2;6.7;25/08/2024 18:30;Venezia;Midfielder;away;Fiorentina;0 - 0;D;90;FALSO;0;0;0;0;0;0;0;32;2;26;2;0;0;13;4;2;0;2;1;2;0;0;0;0;0;0;0;6
99;A. Duncan;8777;410;3;7.2;30/08/2024 18:30;Venezia;Midfielder;home;Torino;0 - 1;L;90;FALSO;0;0;0;0;0;0;0;58;1;47;4;0;3;15;10;4;2;0;2;2;1;0;0;0;0;0;0;6.5
100;A. Duncan;8777;417;4;6.5;14/09/2024 20:45;Venezia;Midfielder;away;AC Milan;4 - 0;L;64;FALSO;0;1;0;0;0;0;0;24;0;17;1;0;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;5
101;A. Fadera;22756;391;2;0;26/08/2024 18:30;Como;Attacker;away;Cagliari;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;A. Fadera;22756;409;3;6.9;01/09/2024 20:45;Como;Attacker;away;Udinese;1 - 0;L;27;VERO;0;0;0;0;0;0;0;14;0;11;2;0;0;7;4;2;2;1;0;0;0;0;0;0;0;0;0;5.5
103;A. Fadera;22756;413;4;6.7;14/09/2024 15:00;Como;Attacker;home;Bologna;2 - 2;D;78;FALSO;1;0;0;0;0;0;0;18;0;14;4;1;0;20;8;2;1;4;3;2;0;0;0;0;0;0;0;6
104;A. Fadera;22756;421;5;6.6;24/09/2024 20:45;Como;Attacker;away;Atalanta;2 - 3;W;62;FALSO;0;1;1;1;0;0;0;19;1;15;3;0;0;14;4;2;0;4;0;1;0;0;0;0;0;0;0;7
105;A. Furlanetto;8473;387;1;0;18/08/2024 20:45;Lazio;Goalkeeper;home;Venezia;3 - 1;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;A. Furlanetto;8473;400;2;0;24/08/2024 18:30;Lazio;Goalkeeper;away;Udinese;2 - 1;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;A. Furlanetto;8473;406;3;0;31/08/2024 20:45;Lazio;Goalkeeper;home;AC Milan;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;A. Furlanetto;8473;416;4;0;16/09/2024 20:45;Lazio;Goalkeeper;home;Verona;2 - 1;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
109;A. Furlanetto;8473;423;5;0;22/09/2024 12:30;Lazio;Goalkeeper;away;Fiorentina;2 - 1;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;A. Gabrielloni;22766;386;1;6.5;19/08/2024 20:45;Como;Attacker;away;Juventus;3 - 0;L;34;VERO;0;0;0;0;0;0;0;3;1;2;0;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;6
111;A. Gabrielloni;22766;391;2;0;26/08/2024 18:30;Como;Attacker;away;Cagliari;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;A. Gabrielloni;22766;409;3;6.3;01/09/2024 20:45;Como;Attacker;away;Udinese;1 - 0;L;18;VERO;0;0;0;0;0;0;0;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
113;A. Gabrielloni;22766;413;4;0;14/09/2024 15:00;Como;Attacker;home;Bologna;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;A. Gabrielloni;22766;421;5;6.9;24/09/2024 20:45;Como;Attacker;away;Atalanta;2 - 3;W;13;VERO;0;0;0;0;0;0;0;8;1;4;1;0;0;5;2;0;0;0;1;1;0;0;0;0;0;0;0;6
115;A. Gallo;9115;388;1;7;19/08/2024 18:30;Lecce;Defender;home;Atalanta;0 - 4;L;90;FALSO;0;0;0;0;0;0;0;43;5;34;2;0;1;9;6;2;1;0;2;0;0;0;0;0;0;0;0;5
